Time,I
2.815,15.613264083100278
2.816,15.615261685976826
2.817,15.617259288853374
2.818,15.619256891729922
2.819,15.62125449460647
2.82,15.623252097483018
2.821,15.625249700359566
2.822,15.627247303236116
2.823,15.629244906112664
2.824,15.631242508989212
2.825,15.63324011186576
2.826,15.635237714742308
2.827,15.637235317618856
2.828,15.639232920495404
2.829,15.641230523371952
2.83,15.6432281262485
2.831,15.645225729125048
2.832,15.647223332001596
2.833,15.649220934878144
2.834,15.651218537754692
2.835,15.65321614063124
2.836,15.655213743507788
2.837,15.657211346384337
2.838,15.659208949260885
2.839,15.661206552137433
2.84,15.663204155013982
2.841,15.66520175789053
2.842,15.66719936076708
2.843,15.669196963643628
2.844,15.671194566520176
2.845,15.673192169396724
2.846,15.67518977227327
2.847,15.67718737514982
2.848,15.679184978026369
2.849,15.681182580902917
2.85,15.683180183779465
2.851,15.685177786656013
2.852,15.68717538953256
2.853,15.689172992409109
2.854,15.691170595285657
2.855,15.693168198162205
2.856,15.695165801038751
2.857,15.6971634039153
2.858,15.699161006791847
2.859,15.701158609668395
2.86,15.703156212544943
2.861,15.705153815421491
2.862,15.70715141829804
2.863,15.70914902117459
2.864,15.711146624051135
